gsis_id,start_time,week,day_of_week,season_year,season_type,finished,home_team,home_score,home_score_q1,home_score_q2,home_score_q3,home_score_q4,home_score_q5,home_turnovers,away_team,away_score,away_score_q1,away_score_q2,away_score_q3,away_score_q4,away_score_q5,away_turnovers,drive_id,start_field,start_time,end_field,end_time,pos_team,pos_time,first_downs,result,penalty_yards,yards_gained,play_count,play_id,pos_team,time,yardline,down,yards_to_go,description,note,first_down,fourth_down_att,fourth_down_conv,fourth_down_failed,passing_first_down,penalty,penalty_first_down,penalty_yds,rushing_first_down,third_down_att,third_down_conv,third_down_failed,timeout,xp_aborted,player_id,full_name,first_name,last_name,team,position,profile_id,profile_url,uniform_number,birthdate,college,height,weight,years_pro,status,team,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,kicking_all_yds,kicking_downed,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_i20,kicking_rec,kicking_rec_tds,kicking_tot,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_yds,kickret_fair,kickret_oob,kickret_ret,kickret_tds,kickret_touchback,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,punting_blk,punting_i20,punting_tot,punting_touchback,punting_yds,puntret_downed,puntret_fair,puntret_oob,puntret_tds,puntret_tot,puntret_touchback,puntret_yds,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_loss,rushing_loss_yds,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,36,MIA,"(Q1,0)",(-15),NULL,0,A.Franks kicks 64 yards from MIA 35 to HOU 1. K.Mumphery ran ob at HOU 42 for 41 yards (Z.Vigil).,KICKOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0031600,Keith Mumphery,Keith,Mumphery,HOU,WR,2552420,http://www.nfl.com/player/keithmumphery/2552420/profile,12,33760,Michigan State,72,215,NULL,Active,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,36,MIA,"(Q1,0)",(-15),NULL,0,A.Franks kicks 64 yards from MIA 35 to HOU 1. K.Mumphery ran ob at HOU 42 for 41 yards (Z.Vigil).,KICKOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0031718,Andrew Franks,Andrew,Franks,MIA,K,2553648,http://www.nfl.com/player/andrewfranks/2553648/profile,3,33980,RPI,73,205,NULL,Active,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,36,MIA,"(Q1,0)",(-15),NULL,0,A.Franks kicks 64 yards from MIA 35 to HOU 1. K.Mumphery ran ob at HOU 42 for 41 yards (Z.Vigil).,KICKOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0031728,Zach Vigil,Zach,Vigil,MIA,LB,2553687,http://www.nfl.com/player/zachvigil/2553687/profile,49,33325,Utah State,74,240,NULL,Active,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,63,HOU,"(Q1,6)",(-8),1,10,(14:54) B.Hoyer pass incomplete deep right to D.Hopkins.,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0026625,Brian Hoyer,Brian,Hoyer,HOU,QB,81294,http://www.nfl.com/player/brianhoyer/81294/profile,7,31333,Michigan State,74,215,7,Active,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,63,HOU,"(Q1,6)",(-8),1,10,(14:54) B.Hoyer pass incomplete deep right to D.Hopkins.,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0030564,DeAndre Hopkins,DeAndre,Hopkins,HOU,WR,2540165,http://www.nfl.com/player/deandrehopkins/2540165/profile,10,33761,Clemson,73,218,3,Active,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,85,HOU,"(Q1,11)",(-8),2,10,(14:49) A.Foster left tackle to HOU 40 for -2 yards (J.Jenkins).,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0026796,Arian Foster,Arian,Foster,HOU,RB,79555,http://www.nfl.com/player/arianfoster/79555/profile,23,31648,Tennessee,73,227,7,InjuredReserve,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,85,HOU,"(Q1,11)",(-8),2,10,(14:49) A.Foster left tackle to HOU 40 for -2 yards (J.Jenkins).,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0030384,Jelani Jenkins,Jelani,Jenkins,MIA,OLB,2540190,http://www.nfl.com/player/jelanijenkins/2540190/profile,53,33676,Florida,72,243,3,Active,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,106,HOU,"(Q1,51)",(-10),3,12,(14:09) (Shotgun) B.Hoyer pass incomplete short right to N.Washington (C.Wake).,NULL,0,0,0,0,0,0,0,0,0,1,0,1,0,0,00-0023367,Nate Washington,Nate,Washington,HOU,WR,2506313,http://www.nfl.com/player/natewashington/2506313/profile,85,30556,Tiffin University,73,183,11,Active,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,106,HOU,"(Q1,51)",(-10),3,12,(14:09) (Shotgun) B.Hoyer pass incomplete short right to N.Washington (C.Wake).,NULL,0,0,0,0,0,0,0,0,0,1,0,1,0,0,00-0023368,Cameron Wake,Cameron,Wake,MIA,DE,2506314,http://www.nfl.com/player/cameronwake/2506314/profile,91,29981,Penn State,75,270,7,InjuredReserve,MIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015102502,42302.54167,7,Sunday,2015,Regular,TRUE,MIA,44,21,20,0,3,0,3,HOU,26,0,0,13,13,0,0,1,(-8),"(Q1,0)",(-10),"(Q1,69)",HOU,-69,0,Punt,0,-2,5,106,HOU,"(Q1,51)",(-10),3,12,(14:09) (Shotgun) B.Hoyer pass incomplete short right to N.Washington (C.Wake).,NULL,0,0,0,0,0,0,0,0,0,1,0,1,0,0,00-0026625,Brian Hoyer,Brian,Hoyer,HOU,QB,81294,http://www.nfl.com/player/brianhoyer/81294/profile,7,31333,Michigan State,74,215,7,Active,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
